seed	co-occurence	time span	freq	total token timespan
oster	ogovoriti	not-available	8	14484352
oster	rekoč	not-available	18	14484352
smrdeti	cel	not-available	4	14484352
oster	biti	not-available	819	14484352
oster	bolj	not-available	64	14484352
oster	postava	not-available	22	14484352
duhati	posvečen	not-available	11	14484352
prijeten	kraj	not-available	29	14484352
prijeten	videti	not-available	38	14484352
oster	švicarski	not-available	6	14484352
oster	kanton	not-available	8	14484352
smrad	pogubiti	not-available	4	14484352
zatohel	veža	not-available	4	14484352
duh	sladek	not-available	24	14484352
duh	kakor	not-available	235	14484352
duh	nosilo	not-available	5	14484352
oster	segati	not-available	7	14484352
oster	gospodinja	not-available	10	14484352
oster	cilj	not-available	8	14484352
oster	obraz	not-available	47	14484352
dišati	ter	not-available	14	14484352
oster	nosilo	not-available	5	14484352
oster	oblačilo	not-available	6	14484352
oster	iz	not-available	55	14484352
duhati	razsvetljen	not-available	18	14484352
duhati	razodeti	not-available	7	14484352
prijeten	ta	not-available	409	14484352
duh	človeški	not-available	91	14484352
duh	delavnost	not-available	6	14484352
dišeč	stopiti	not-available	4	14484352
dišeč	hiša	not-available	8	14484352
duhati	še	not-available	52	14484352
duh	sicer	not-available	18	14484352
duh	voljna	not-available	3	14484352
oster	stisniti	not-available	6	14484352
oster	obrv	not-available	9	14484352
oster	črta	not-available	16	14484352
strupen	megla	not-available	13	14484352
strupen	po	not-available	19	14484352
strupen	brezno	not-available	4	14484352
strupen	ki	not-available	59	14484352
prijeten	mil	not-available	44	14484352
prijeten	zvezda	not-available	4	14484352
duhati	opomniti	not-available	3	14484352
duhati	ti	not-available	56	14484352
duhati	če	not-available	32	14484352
duh	ves	not-available	142	14484352
duh	hiša	not-available	14	14484352
duh	širiti	not-available	39	14484352
duhati	simeon	not-available	5	14484352
duhati	gnati	not-available	7	14484352
smrad	zgolj	not-available	4	14484352
smrad	blato	not-available	19	14484352
smrad	miza	not-available	8	14484352
oster	tak	not-available	320	14484352
oster	prav	not-available	73	14484352
oster	srenjski	not-available	8	14484352
oster	narediti	not-available	10	14484352
dišati	mraz	not-available	6	14484352
dišati	oda	not-available	30	14484352
dišati	lice	not-available	8	14484352
duh	snovati	not-available	11	14484352
